image_id,annotation_id,instance_id,split,background,class_name,object_type,source_image,source_counting_mask,x,y,width,height,crop_x,crop_y,crop_width,crop_height,review_status,selected_method,used_single_method_fallback,n_methods_nonempty,mean_pairwise_iou,mean_component_score,confidence,mask_area,mask_area_ratio_to_box,mask_rectangularity,full_box_like,otsu_component_score,otsu_threshold,otsu_nonempty,adaptive_component_score,adaptive_threshold,adaptive_nonempty,adaptive_component_area,adaptive_component_area_ratio,adaptive_component_overlap_inside,adaptive_component_box_coverage,adaptive_component_center_distance,adaptive_component_bbox_iou,adaptive_component_touches_crop,sauvola_component_score,sauvola_threshold,sauvola_nonempty,sauvola_component_area,sauvola_component_area_ratio,sauvola_component_overlap_inside,sauvola_component_box_coverage,sauvola_component_center_distance,sauvola_component_bbox_iou,sauvola_component_touches_crop,otsu_component_area,otsu_component_area_ratio,otsu_component_overlap_inside,otsu_component_box_coverage,otsu_component_center_distance,otsu_component_bbox_iou,otsu_component_touches_crop,manual_status,manual_reviewed,manual_notes,final_mask_source
1002,4_01,4,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,87,778,145,145,65,756,189,189,needs_review,consensus,False,3,0.0930225013244701,0.622305339584794,0.5314800112974821,2573,0.1223781212841854,0.3208629504925801,False,0.4720523288600869,0.447265625,True,0.6522659616960136,0.1761196255683899,True,2520.0,0.1198573127229488,1.0,0.1198573127229488,0.2326078620387051,0.221307966706302,0.0,0.7425977281982812,0.1459340155124664,True,10488.0,0.4988347205707491,0.8812929061784897,0.4396195005945303,0.000943179743691,0.6715832977055722,1.0,11.0,0.0005231866825208,1.0,0.0005231866825208,0.7902497385175844,0.0007134363852556,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,5,5,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,259,776,145,145,237,754,189,189,auto_candidate,consensus,False,3,0.5762469986959452,0.747661483441035,0.7507510429199948,7682,0.3653745541022592,0.7458252427184466,False,0.8572173427179155,0.121668204665184,True,0.8686076116663218,0.0970300957560539,True,7572.0,0.3601426872770511,1.0,0.3601426872770511,0.0501619147018643,0.4898929845422116,0.0,0.5171594959388677,0.0780521556735038,True,32566.0,1.5489179548156955,0.5904010317509059,0.9144827586206896,0.0233564848931291,0.5885893452031018,1.0,7297.0,0.3470630202140309,1.0,0.3470630202140309,0.0504942213272182,0.4659690844233056,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,6,6,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,330,905,138,142,309,884,180,184,auto_candidate,consensus,False,3,0.5050632986851388,0.6715783671310351,0.6954035013922126,9610,0.4904062053480302,0.6565553050488488,False,0.6331894095622487,0.1212699264287948,True,0.8486979745493127,0.1114237084984779,True,6455.0,0.3294039599918351,1.0,0.3294039599918351,0.0376875200585097,0.4840783833435395,0.0,0.5328477172815442,0.0897707715630531,True,29479.0,1.5043376199224332,0.6112826079582075,0.9195754235558276,0.0242913751417,0.5916666666666667,1.0,11478.0,0.5857317819963258,0.8224429343091131,0.4817309655031639,0.4506398069575035,0.560914641642421,1.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,7,7,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,372,975,132,132,352,955,172,172,auto_candidate,consensus,False,3,0.4743011824181191,0.6603035574692353,0.6801268368340359,6202,0.3559458218549127,0.7253801169590643,False,0.6163282855098912,0.1212009936571121,True,0.8522597026146377,0.1123893186450004,True,6007.0,0.3447543617998163,1.0,0.3447543617998163,0.0931565319352567,0.490702479338843,0.0,0.5123226842831772,0.0905670225620269,True,21414.0,1.2289944903581267,0.6169795460913421,0.7582644628099173,0.2885870976998548,0.588967009194159,1.0,11099.0,0.6369949494949495,0.800522569600865,0.5099288337924701,0.4687457040905159,0.5714733261725743,1.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,8,8,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,174,1032,75,74,163,1021,97,96,needs_review,consensus,False,3,0.0986306476323213,0.5895648796472758,0.5203466785302228,1180,0.2126126126126126,0.4737053392211963,False,0.502593579670795,0.3738510906696319,True,0.7300042225906352,0.1732422113418579,True,1167.0,0.2102702702702702,1.0,0.2102702702702702,0.1854096507170591,0.3151351351351351,0.0,0.5360968366803969,0.1431183367967605,True,6366.0,1.147027027027027,0.6288092994030788,0.7212612612612612,0.1878519566759685,0.5960051546391752,1.0,17.0,0.003063063063063,1.0,0.003063063063063,0.5833874471994183,0.005045045045045,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,9,9,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,134,1059,75,74,123,1048,97,96,auto_candidate,consensus,False,3,0.3709075117790898,0.4912387558972635,0.5763131314815868,486,0.0875675675675675,0.5192307692307693,False,0.4339291585583321,0.3267692923545837,True,0.4507102486976829,0.1999339014291763,True,599.0,0.1079279279279279,0.8163606010016694,0.0881081081081081,0.0353195250421321,0.1887755102040816,1.0,0.5890768604357756,0.1648208051919937,True,4817.0,0.867927927927928,0.7664521486402325,0.6652252252252252,0.3504588537429672,0.6285081240768094,1.0,534.0,0.0962162162162162,0.8014981273408239,0.0771171171171171,0.0549521321267972,0.1768521679754182,1.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,10,10,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,118,1122,114,109,101,1105,148,143,needs_review,consensus,False,3,0.0339604780499349,0.5659155074741128,0.4882523703071223,574,0.0461934653146628,0.1456113647894469,False,0.5059531824122154,0.376953125,True,0.5530041766779884,0.1899100095033645,True,542.0,0.0436182198615805,1.0,0.0436182198615805,0.4905819892444467,0.104297440849831,0.0,0.6387891633321346,0.1584570854902267,True,7052.0,0.5675197167230002,0.800482132728304,0.4542893932077901,0.3837264835204498,0.6163633150733345,1.0,32.0,0.0025752454530822,1.0,0.0025752454530822,0.5565913409866614,0.0052309673265733,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,11,11,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,169,1097,82,82,157,1085,106,106,needs_review,consensus,False,3,0.0825039558559571,0.5324281701875347,0.4918476526245989,1184,0.1760856632956573,0.3299888517279821,False,0.3707896441649126,0.2819546461105346,True,0.6651800538801175,0.1899311989545822,True,956.0,0.1421772754312909,1.0,0.1421772754312909,0.2810590555895632,0.264128494943486,0.0,0.5613148125175741,0.15512315928936,True,6955.0,1.0343545508625818,0.688569374550683,0.7122248661511006,0.2162192015165728,0.598433606265575,1.0,269.0,0.0400059488399762,0.8810408921933085,0.0352468768590124,0.4407237955932762,0.1543818920487522,1.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,12,12,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,218,1054,91,91,204,1040,119,119,auto_candidate,consensus,False,3,0.5565656265443094,0.7712347006130954,0.7532918495357465,3554,0.4291752203840115,0.6968627450980392,False,0.8699183424019239,0.1179764196276664,True,0.9125170850513764,0.1137473806738853,True,3395.0,0.4099746407438715,1.0,0.4099746407438715,0.0705435576733244,0.6158676488346818,0.0,0.5312686743859859,0.0916863307356834,True,11843.0,1.4301412872841444,0.6119226547327535,0.8751358531578312,0.0597434111363309,0.5847750865051903,1.0,2956.0,0.3569617195990822,1.0,0.3569617195990822,0.0394512400917916,0.5100833232701365,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,13,13,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,232,1127,91,90,218,1113,119,118,auto_candidate,consensus,False,3,0.5732946018868076,0.6752549074320178,0.7207550736331898,4274,0.5218559218559219,0.741113230449107,False,0.6092842212268705,0.1097196787595748,True,0.8902921460366385,0.1076685860753059,True,3194.0,0.38998778998779,1.0,0.38998778998779,0.0527269226455534,0.505982905982906,0.0,0.5261883550325441,0.0866203904151916,True,11470.0,1.4004884004884004,0.5953792502179599,0.8338217338217339,0.0643774725446173,0.5832502492522432,1.0,5118.0,0.6249084249084249,0.7790152403282532,0.4868131868131868,0.479250368787411,0.5928853754940712,1.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,14,14,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,221,1181,62,61,212,1172,80,79,needs_review,consensus,False,2,0.2833104395604395,0.641805903345084,0.5225476818508541,825,0.2181385510312004,0.6490952006294256,False,0.0,0.470703125,False,0.7441810994149395,0.1321053653955459,True,864.0,0.2284505552617662,1.0,0.2284505552617662,0.2059617855656438,0.360655737704918,0.0,0.5394307072752286,0.1070512384176254,True,4029.0,1.065309360126917,0.7148175725986597,0.7615018508725542,0.3915557303831338,0.556093023255814,1.0,,,,,,,,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,15,15,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,141,1313,90,91,127,1299,118,119,needs_review,consensus,False,3,0.1568898294676457,0.6445776179025856,0.5627424874747102,1453,0.1774114774114774,0.3731381612737545,False,0.5182487379289218,0.462890625,True,0.7084241182374003,0.2274663597345352,True,1288.0,0.1572649572649572,1.0,0.1572649572649572,0.1027162714388681,0.3487179487179487,0.0,0.7070599975414348,0.1910843402147293,True,3227.0,0.394017094017094,0.9451502943910752,0.3724053724053724,0.2049386095144797,0.5931876606683805,1.0,202.0,0.0246642246642246,1.0,0.0246642246642246,0.6219734812499196,0.0666666666666666,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,16,16,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,230,1222,46,46,223,1215,60,60,auto_candidate,consensus,False,2,0.3592785951589938,0.6843934848727702,0.5661715689214226,757,0.357750472589792,0.6571180555555556,False,0.0,0.3595741391181946,False,0.8057522922425941,0.1468475013971328,True,786.0,0.3714555765595463,0.9631043256997456,0.357750472589792,0.4352613621037519,0.470383275261324,0.0,0.5630346775029462,0.1187093555927276,True,2931.0,1.3851606805293006,0.7209143636983965,0.9985822306238186,0.1154153830954732,0.5877777777777777,1.0,,,,,,,,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,17,17,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,213,1231,61,62,204,1222,79,80,needs_review,consensus,False,3,0.1311067452521283,0.6035823728233052,0.537320309967567,1001,0.2646747752511898,0.4010416666666667,False,0.5211168388191197,0.435546875,True,0.724532099044835,0.1616977006196975,True,898.0,0.2374405076679006,1.0,0.2374405076679006,0.3983438512649874,0.3664727657324167,0.0,0.565098180605961,0.1334523111581802,True,3505.0,0.926758328926494,0.729243937232525,0.6758328926493918,0.4192210202189574,0.6753571428571429,1.0,103.0,0.0272342675832892,1.0,0.0272342675832892,0.6310200879018675,0.0901639344262295,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,18,18,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,233,1266,56,56,225,1258,72,72,needs_review,consensus,False,3,0.0605947955390334,0.566312250545557,0.4977330786568845,489,0.1559311224489795,0.4366071428571428,False,0.4619468238753397,0.373046875,True,0.6710512251315836,0.1590550243854522,True,462.0,0.1473214285714285,1.0,0.1473214285714285,0.205256443732997,0.1836734693877551,0.0,0.5659387026297474,0.1294851303100586,True,3723.0,1.1871811224489797,0.7241471931238249,0.8596938775510204,0.2345371138388311,0.6608391608391608,1.0,27.0,0.008609693877551,1.0,0.008609693877551,0.920514230670886,0.0229591836734693,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,19,19,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,235,1291,56,56,227,1283,72,72,needs_review,consensus,False,3,0.0517448856799037,0.5731171327860259,0.4973575631023766,430,0.1371173469387755,0.4761904761904761,False,0.4955516161837371,0.384765625,True,0.6383449871707371,0.1664964705705642,True,404.0,0.1288265306122449,1.0,0.1288265306122449,0.349343554194857,0.1808035714285714,0.0,0.5854547950036036,0.1363863795995712,True,3526.0,1.124362244897959,0.7838910947249007,0.8813775510204082,0.2784448707580158,0.6707317073170732,1.0,26.0,0.0082908163265306,1.0,0.0082908163265306,0.6710976729988745,0.0191326530612244,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,20,20,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,272,1265,75,74,261,1254,97,96,auto_candidate,consensus,False,3,0.4525657979308639,0.6209173003941658,0.6567649494334687,3412,0.6147747747747748,0.6834935897435898,False,0.5260123468300568,0.1176317483186721,True,0.7987252009942448,0.1244188547134399,True,1602.0,0.2886486486486486,1.0,0.2886486486486486,0.1357894034109593,0.3978378378378378,0.0,0.5380143533581956,0.1000703126192092,True,8081.0,1.456036036036036,0.6240564286598194,0.9086486486486488,0.0406656601692213,0.5960051546391752,1.0,4697.0,0.8463063063063063,0.6817117308920587,0.5769369369369369,0.5583032389456949,0.5445318447094646,1.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,21,21,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,260,1235,61,62,251,1226,79,80,needs_review,consensus,False,3,0.2831228956228956,0.5888079057571374,0.5846161757708684,1056,0.2792173453199365,0.7058823529411765,False,0.5244807940901307,0.1408701241016388,True,0.6962499784803403,0.1399137526750564,True,579.0,0.1530936012691697,1.0,0.1530936012691697,0.0868288942812451,0.2337387625594923,0.0,0.545692944700941,0.1125098764896392,True,5554.0,1.4685351665785298,0.6510622974432841,0.9561078794288737,0.0495510205929529,0.5984177215189873,1.0,1089.0,0.2879428873611845,0.8558310376492194,0.2464304600740349,0.5599240231327488,0.3316989458200539,1.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,22,22,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,257,1199,74,74,246,1188,96,96,needs_review,consensus,False,3,0.2862849064571208,0.6168866953230473,0.5969543953892111,2325,0.4245799853907962,0.4957356076759062,False,0.6052185993892812,0.129695177078247,True,0.6962860088632532,0.1304300427436828,True,993.0,0.1813367421475529,1.0,0.1813367421475529,0.2863818711930679,0.314463111760409,0.0,0.5491554777166072,0.1049877777695655,True,7988.0,1.4587289992695398,0.6614922383575363,0.9649379108838568,0.0500779447452965,0.5941840277777778,1.0,2522.0,0.4605551497443389,0.7969865186360032,0.3670562454346238,0.6155031164074579,0.4514520387210325,1.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,23,23,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,219,1308,110,109,203,1292,142,141,needs_review,consensus,False,3,0.0916318001676164,0.5412415235701854,0.4985677394867399,1911,0.1593828190158465,0.2113938053097345,False,0.5255063918551216,0.404296875,True,0.5590375868334316,0.1723425835371017,True,1985.0,0.1655546288573811,0.9652392947103274,0.1597998331943286,0.2560142842497002,0.6403496202894398,1.0,0.5391805920220031,0.1430802792310714,True,11888.0,0.9914929107589658,0.647207267833109,0.6417014178482069,0.302795308731426,0.5988412745979422,1.0,41.0,0.0034195162635529,1.0,0.0034195162635529,0.4231724429346686,0.0120100083402835,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,24,24,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,301,1193,110,110,285,1177,142,142,auto_candidate,consensus,False,3,0.505925848703683,0.7309838601607996,0.7194675911106089,4124,0.3408264462809917,0.7098106712564544,False,0.8188175995857687,0.1098498851060867,True,0.8379482825081005,0.1044449284672737,True,3940.0,0.3256198347107438,1.0,0.3256198347107438,0.0743249181595784,0.4527272727272727,0.0,0.53618569838853,0.084084503352642,True,18293.0,1.5118181818181815,0.6290930957196742,0.9510743801652892,0.0399009475292068,0.6000793493354493,1.0,3735.0,0.3086776859504132,1.0,0.3086776859504132,0.1060045897972971,0.4208264462809917,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,25,25,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,229,1389,100,90,214,1374,130,120,needs_review,consensus,False,3,0.0384892086330935,0.5347338372014547,0.4773647579021646,642,0.0713333333333333,0.1621212121212121,False,0.5296176759253959,0.369140625,True,0.4922044444688006,0.1981340050697326,True,676.0,0.0751111111111111,0.9363905325443788,0.0703333333333333,0.9464540020136204,0.1336835334476843,0.0,0.5823793912101678,0.1642562448978424,True,8422.0,0.9357777777777778,0.6631441462835431,0.6205555555555555,0.078324957708875,0.6147540983606558,1.0,10.0,0.0011111111111111,1.0,0.0011111111111111,0.3745367509040705,0.0022222222222222,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
1002,26,26,train,bright,E.coli,other,preprocessed_intensity_sigma040/local_flatfield/bright/1002.png,processed_plate_strategy_b_circle/counting_mask/bright/1002.png,211,1421,68,69,201,1411,88,89,needs_review,consensus,False,3,0.0565833645835619,0.5639207870397464,0.4953724924201452,603,0.1285166240409207,0.3516034985422741,False,0.4484506520256712,0.542356014251709,True,0.6791934864547096,0.2578236162662506,True,631.0,0.1344842284739983,1.0,0.1344842284739983,0.1786685319854351,0.3164961636828644,0.0,0.5641182226388582,0.2135916501283645,True,5058.0,1.078005115089514,0.697508896797153,0.7519181585677749,0.1927217848995162,0.5990806945863125,1.0,11.0,0.0023444160272804,1.0,0.0023444160272804,0.974022495535636,0.0042625745950554,0.0,approved,True,Visual inspection passed,box_guided_pseudo_mask
